,checking account,duration in month,credit history,credit purpose,credit amount,savings account,employment since..,installment rate,status : sex,other debtors / guarantors,residence since,property,relationship : age,other installment plans,housing,existing credits,job,people to provide maintenance for,telephone,foreign worker,goodness
135,x >= 200,10,none/duly paid,other,1364,unknown/no savings account,1<= x < 4y,25 <= x < 35,female: non-single or male: single,none,x >= 7y,building soc. savings agr./life insurance,64,none,rent,1,skilled employee/official,0 to 2,yes,no,good
136,x >= 200,6,none/duly paid,car (used),1543,500 <= x < 1000,1<= x < 4y,x < 20,male : divorced/separated,none,1y <= x < 4y,unknown / no property,33,none,rent,1,skilled employee/official,0 to 2,no,no,good
137,negative,12,none/duly paid,other,1318,500 <= x < 1000,7y <= y,x < 20,male : married/widowed,none,x >= 7y,unknown / no property,54,none,rent,1,skilled employee/official,0 to 2,yes,no,good
138,none,24,critical,other,2325,x < 100 DM,4 <= x < 7y,25 <= x < 35,male : married/widowed,none,4y <= x < 7y,building soc. savings agr./life insurance,32,bank,rent,1,skilled employee/official,0 to 2,no,no,good
139,negative,6,fully paid,vacation,932,1000 <= x,4 <= x < 7y,x >= 35,female: non-single or male: single,none,4y <= x < 7y,car or other,39,none,rent,2 to 3,unskilled - resident,0 to 2,no,no,good
140,0 <= x <= 200,24,fully paid,furniture,3148,1000 <= x,1<= x < 4y,20 <= x < 25,male : married/widowed,none,1y <= x < 4y,building soc. savings agr./life insurance,31,none,rent,2 to 3,skilled employee/official,0 to 2,yes,no,good
141,x >= 200,36,none/duly paid,furniture,3835,1000 <= x,7y <= y,25 <= x < 35,female: non-single or male: single,none,x >= 7y,unknown / no property,45,none,rent,1,unskilled - resident,0 to 2,yes,no,good
142,x >= 200,9,none/duly paid,repairs,3832,1000 <= x,7y <= y,x >= 35,male : married/widowed,none,x >= 7y,unknown / no property,64,none,rent,1,unskilled - resident,0 to 2,no,no,good
143,negative,24,none/duly paid,furniture,5084,1000 <= x,7y <= y,25 <= x < 35,female: non-single or male: single,none,x >= 7y,building soc. savings agr./life insurance,42,none,rent,1,skilled employee/official,0 to 2,yes,no,good
144,x >= 200,9,fully paid,car (used),2406,unknown/no savings account,unemployed,25 <= x < 35,male : married/widowed,none,4y <= x < 7y,building soc. savings agr./life insurance,31,none,rent,1,manager/self-empl./highly qualif,0 to 2,no,no,good
145,x >= 200,36,none/duly paid,furniture,2394,1000 <= x,1<= x < 4y,x < 20,female: non-single or male: single,none,x >= 7y,building soc. savings agr./life insurance,25,none,rent,1,skilled employee/official,0 to 2,no,no,good
146,x >= 200,21,none/duly paid,car (new),2476,1000 <= x,7y <= y,x < 20,male : married/widowed,none,x >= 7y,unknown / no property,46,none,rent,1,manager/self-empl./highly qualif,0 to 2,yes,no,good
147,none,24,none/duly paid,car (new),2964,1000 <= x,7y <= y,x < 20,male : married/widowed,none,x >= 7y,real estate,49,bank,own,1,skilled employee/official,3 or more,yes,no,good
148,none,12,none/duly paid,car (used),1262,1000 <= x,7y <= y,25 <= x < 35,male : divorced/separated,none,x >= 7y,car or other,49,none,rent,1,unskilled - resident,0 to 2,yes,no,good
149,x >= 200,12,none/duly paid,retraining,1542,unknown/no savings account,4 <= x < 7y,25 <= x < 35,male : married/widowed,none,x >= 7y,building soc. savings agr./life insurance,36,none,rent,1,skilled employee/official,0 to 2,yes,no,good
150,negative,24,fully paid,furniture,1743,unknown/no savings account,7y <= y,x < 20,male : married/widowed,none,1y <= x < 4y,car or other,48,none,rent,2 to 3,unskilled - resident,0 to 2,no,no,good
151,0 <= x <= 200,12,critical,furniture,409,500 <= x < 1000,1<= x < 4y,20 <= x < 25,female: non-single or male: single,none,4y <= x < 7y,unknown / no property,42,none,for free,2 to 3,skilled employee/official,0 to 2,no,no,good
152,x >= 200,12,none/duly paid,furniture,2171,unknown/no savings account, x < 1y,25 <= x < 35,female: non-single or male: single,none,1y <= x < 4y,building soc. savings agr./life insurance,29,bank,rent,1,skilled employee/official,0 to 2,no,no,good
153,x >= 200,48,fully paid,car (new),8858,1000 <= x,4 <= x < 7y,25 <= x < 35,male : married/widowed,none, x < 1y,real estate,35,none,own,2 to 3,skilled employee/official,0 to 2,yes,no,good
154,negative,24,none/duly paid,other,3512,x < 100 DM,4 <= x < 7y,25 <= x < 35,male : married/widowed,none,4y <= x < 7y,building soc. savings agr./life insurance,38,bank,rent,2 to 3,skilled employee/official,0 to 2,yes,no,good
155,negative,12,none/duly paid,furniture,1158,100 <= x < 500,1<= x < 4y,20 <= x < 25,male : divorced/separated,none, x < 1y,building soc. savings agr./life insurance,26,none,rent,1,skilled employee/official,0 to 2,yes,no,good
156,x >= 200,24,fully paid,furniture,2684,unknown/no savings account,1<= x < 4y,x < 20,male : married/widowed,none,1y <= x < 4y,unknown / no property,35,none,rent,2 to 3,unskilled - resident,0 to 2,no,no,good
157,none,12,none/duly paid,furniture,1498,unknown/no savings account,1<= x < 4y,x < 20,female: non-single or male: single,none, x < 1y,building soc. savings agr./life insurance,23,bank,rent,1,skilled employee/official,0 to 2,no,no,good
158,x >= 200,30,fully paid,furniture,5954,unknown/no savings account,4 <= x < 7y,20 <= x < 25,male : married/widowed,co-applicant,1y <= x < 4y,building soc. savings agr./life insurance,38,none,rent,1,skilled employee/official,0 to 2,no,no,good
159,negative,48,critical,retraining,6416,unknown/no savings account,7y <= y,x < 20,female: non-single or male: single,none,4y <= x < 7y,real estate,59,none,for free,1,skilled employee/official,0 to 2,no,no,bad
160,negative,12,fully paid,car (used),3617,unknown/no savings account,7y <= y,x >= 35,male : married/widowed,none,x >= 7y,building soc. savings agr./life insurance,28,none,for free,4 to 5,skilled employee/official,0 to 2,yes,no,good
161,x >= 200,12,fully paid,furniture,1291,unknown/no savings account,1<= x < 4y,x < 20,female: non-single or male: single,none,1y <= x < 4y,car or other,35,none,rent,2 to 3,skilled employee/official,0 to 2,no,no,good
162,0 <= x <= 200,24,fully paid,retraining,1275,500 <= x < 1000,1<= x < 4y,25 <= x < 35,male : divorced/separated,none,x >= 7y,unknown / no property,36,none,rent,2 to 3,skilled employee/official,0 to 2,yes,no,good
163,x >= 200,24,none/duly paid,car (used),3972,unknown/no savings account,4 <= x < 7y,25 <= x < 35,female: non-single or male: single,none,x >= 7y,car or other,25,none,for free,1,skilled employee/official,0 to 2,yes,no,good
164,x >= 200,15,fully paid,car (used),3343,unknown/no savings account,1<= x < 4y,x < 20,male : married/widowed,none,1y <= x < 4y,real estate,28,none,own,1,skilled employee/official,0 to 2,yes,no,good
165,0 <= x <= 200,15,none/duly paid,repairs,392,unknown/no savings account, x < 1y,x < 20,female: non-single or male: single,none,x >= 7y,car or other,23,none,for free,1,skilled employee/official,0 to 2,yes,no,good
166,x >= 200,9,fully paid,other,2134,unknown/no savings account,1<= x < 4y,x < 20,male : married/widowed,none,x >= 7y,building soc. savings agr./life insurance,48,none,rent,4 to 5,skilled employee/official,0 to 2,yes,no,good
167,x >= 200,30,fully paid,furniture,5771,unknown/no savings account,4 <= x < 7y,x < 20,female: non-single or male: single,none,1y <= x < 4y,building soc. savings agr./life insurance,25,none,rent,2 to 3,skilled employee/official,0 to 2,no,no,good
168,x >= 200,24,fully paid,retraining,4526,unknown/no savings account,1<= x < 4y,20 <= x < 25,male : married/widowed,none,1y <= x < 4y,unknown / no property,74,none,rent,1,manager/self-empl./highly qualif,0 to 2,yes,no,good
169,x >= 200,15,fully paid,car (used),2788,unknown/no savings account,4 <= x < 7y,25 <= x < 35,female: non-single or male: single,co-applicant,4y <= x < 7y,building soc. savings agr./life insurance,24,bank,rent,2 to 3,skilled employee/official,0 to 2,no,no,good
170,x >= 200,6,fully paid,furniture,1382,unknown/no savings account,1<= x < 4y,x >= 35,female: non-single or male: single,none, x < 1y,building soc. savings agr./life insurance,28,none,rent,2 to 3,skilled employee/official,0 to 2,yes,no,good
171,0 <= x <= 200,36,none/duly paid,furniture,5848,unknown/no savings account,1<= x < 4y,x < 20,male : married/widowed,none, x < 1y,building soc. savings agr./life insurance,24,none,rent,1,skilled employee/official,0 to 2,no,no,good
172,none,12,none/duly paid,other,1228,unknown/no savings account,1<= x < 4y,x < 20,female: non-single or male: single,none,1y <= x < 4y,unknown / no property,24,none,rent,1,unskilled - resident,0 to 2,no,no,bad
173,0 <= x <= 200,12,none/duly paid,furniture,1297,unknown/no savings account,1<= x < 4y,20 <= x < 25,female : single,none,x >= 7y,unknown / no property,23,none,for free,1,skilled employee/official,0 to 2,no,no,good
174,x >= 200,24,none/duly paid,furniture,1552,unknown/no savings account,4 <= x < 7y,20 <= x < 25,male : married/widowed,none, x < 1y,building soc. savings agr./life insurance,32,bank,rent,1,skilled employee/official,3 or more,no,no,good
175,x >= 200,12,none/duly paid,furniture,1963,unknown/no savings account,4 <= x < 7y,x < 20,male : married/widowed,none,1y <= x < 4y,building soc. savings agr./life insurance,31,none,for free,2 to 3,manager/self-empl./highly qualif,3 or more,yes,no,good
176,x >= 200,24,none/duly paid,furniture,3235,100 <= x < 500,7y <= y,20 <= x < 25,male : divorced/separated,none,1y <= x < 4y,building soc. savings agr./life insurance,36,none,rent,1,manager/self-empl./highly qualif,0 to 2,yes,no,good
177,x >= 200,24,fully paid,retraining,4139,x < 100 DM,1<= x < 4y,20 <= x < 25,male : married/widowed,none,4y <= x < 7y,car or other,27,none,rent,2 to 3,unskilled - resident,0 to 2,yes,no,good
178,negative,12,fully paid,car (new),1804,x < 100 DM, x < 1y,20 <= x < 25,male : married/widowed,none,x >= 7y,car or other,44,none,rent,1,skilled employee/official,0 to 2,no,no,good
179,x >= 200,18,none/duly paid,retraining,1950,unknown/no savings account,4 <= x < 7y,x < 20,male : married/widowed,none, x < 1y,building soc. savings agr./life insurance,34,stores,rent,2 to 3,skilled employee/official,0 to 2,yes,no,good
180,x >= 200,48,duly paid till now,furniture,12749,100 <= x < 500,4 <= x < 7y,x < 20,male : married/widowed,none, x < 1y,building soc. savings agr./life insurance,37,none,rent,1,manager/self-empl./highly qualif,0 to 2,yes,no,good
181,x >= 200,9,none/duly paid,radio/television,1236,unknown/no savings account, x < 1y,x >= 35,female: non-single or male: single,none,x >= 7y,unknown / no property,23,none,for free,1,skilled employee/official,0 to 2,yes,no,good
182,x >= 200,18,fully paid,other,1055,unknown/no savings account, x < 1y,x < 20,female: non-single or male: single,none, x < 1y,car or other,30,none,rent,2 to 3,skilled employee/official,0 to 2,no,no,good
183,none,30,delayed,retraining,8072,1000 <= x, x < 1y,25 <= x < 35,male : married/widowed,none,4y <= x < 7y,building soc. savings agr./life insurance,25,bank,rent,4 to 5,skilled employee/official,0 to 2,no,no,good
184,x >= 200,30,fully paid,furniture,2831,unknown/no savings account,1<= x < 4y,x < 20,female: non-single or male: single,none,1y <= x < 4y,building soc. savings agr./life insurance,33,none,rent,1,skilled employee/official,0 to 2,yes,no,good
185,x >= 200,9,none/duly paid,retraining,1449,unknown/no savings account,4 <= x < 7y,20 <= x < 25,female: non-single or male: single,none,1y <= x < 4y,building soc. savings agr./life insurance,27,none,rent,2 to 3,skilled employee/official,0 to 2,no,no,good
186,x >= 200,36,none/duly paid,retraining,5742,x < 100 DM,4 <= x < 7y,25 <= x < 35,male : married/widowed,none,1y <= x < 4y,building soc. savings agr./life insurance,31,none,rent,2 to 3,skilled employee/official,0 to 2,yes,no,good
187,x >= 200,12,none/duly paid,other,2390,1000 <= x,7y <= y,x < 20,male : married/widowed,none,4y <= x < 7y,building soc. savings agr./life insurance,50,none,rent,1,skilled employee/official,0 to 2,yes,no,good
188,x >= 200,24,none/duly paid,furniture,3430,100 <= x < 500,7y <= y,20 <= x < 25,male : married/widowed,none,1y <= x < 4y,building soc. savings agr./life insurance,31,none,rent,1,skilled employee/official,3 or more,yes,no,good
189,negative,36,none/duly paid,repairs,2273,unknown/no savings account,4 <= x < 7y,20 <= x < 25,male : married/widowed,none, x < 1y,building soc. savings agr./life insurance,32,none,rent,2 to 3,skilled employee/official,3 or more,no,no,good
190,0 <= x <= 200,21,none/duly paid,other,2923,x < 100 DM,1<= x < 4y,x >= 35,female: non-single or male: single,none, x < 1y,building soc. savings agr./life insurance,28,bank,rent,1,manager/self-empl./highly qualif,0 to 2,yes,no,good
191,x >= 200,24,none/duly paid,furniture,1901,x < 100 DM,1<= x < 4y,x < 20,male : married/widowed,none,x >= 7y,building soc. savings agr./life insurance,29,none,for free,1,manager/self-empl./highly qualif,0 to 2,yes,no,good
192,negative,36,none/duly paid,repairs,3711,1000 <= x,1<= x < 4y,25 <= x < 35,female : single,none,1y <= x < 4y,building soc. savings agr./life insurance,27,none,rent,1,skilled employee/official,0 to 2,no,no,good
193,negative,48,none/duly paid,other,8487,1000 <= x,4 <= x < 7y,x >= 35,female: non-single or male: single,none,1y <= x < 4y,building soc. savings agr./life insurance,24,none,rent,1,skilled employee/official,0 to 2,no,no,good
194,x >= 200,24,none/duly paid,other,2255,1000 <= x, x < 1y,x < 20,male : married/widowed,none, x < 1y,car or other,54,none,rent,1,skilled employee/official,0 to 2,no,no,good
195,x >= 200,12,none/duly paid,furniture,1262,unknown/no savings account,1<= x < 4y,20 <= x < 25,male : married/widowed,none,1y <= x < 4y,building soc. savings agr./life insurance,25,none,rent,1,skilled employee/official,0 to 2,no,no,good
196,x >= 200,33,fully paid,car (new),7253,unknown/no savings account,4 <= x < 7y,20 <= x < 25,male : married/widowed,none,1y <= x < 4y,building soc. savings agr./life insurance,35,none,rent,2 to 3,manager/self-empl./highly qualif,0 to 2,yes,no,good
197,x >= 200,6,fully paid,other,6761,unknown/no savings account,4 <= x < 7y,x >= 35,male : married/widowed,none,4y <= x < 7y,real estate,45,none,rent,2 to 3,manager/self-empl./highly qualif,3 or more,yes,no,good
198,x >= 200,18,fully paid,car (used),1817,unknown/no savings account,1<= x < 4y,x < 20,female: non-single or male: single,none,1y <= x < 4y,real estate,28,none,rent,2 to 3,skilled employee/official,0 to 2,no,no,good
199,x >= 200,12,none/duly paid,furniture,2141,x < 100 DM,4 <= x < 7y,20 <= x < 25,male : married/widowed,none, x < 1y,real estate,35,none,rent,1,skilled employee/official,0 to 2,no,no,good
200,x >= 200,48,critical,retraining,3609,unknown/no savings account,1<= x < 4y,x >= 35,female: non-single or male: single,none, x < 1y,unknown / no property,27,stores,rent,1,skilled employee/official,0 to 2,no,no,good
201,x >= 200,30,none/duly paid,furniture,2333,100 <= x < 500,7y <= y,x < 20,male : married/widowed,none,1y <= x < 4y,building soc. savings agr./life insurance,30,bank,rent,1,manager/self-empl./highly qualif,0 to 2,no,no,good
202,x >= 200,28,critical,car (new),7824,1000 <= x, x < 1y,20 <= x < 25,male : married/widowed,guarantor,x >= 7y,unknown / no property,40,bank,for free,2 to 3,skilled employee/official,3 or more,yes,no,good
203,0 <= x <= 200,18,critical,furniture,1445,1000 <= x,4 <= x < 7y,x < 20,male : married/widowed,none,x >= 7y,building soc. savings agr./life insurance,49,bank,rent,1,unskilled - resident,0 to 2,no,no,good
204,none,24,none/duly paid,car (used),7721,1000 <= x, x < 1y,x >= 35,female: non-single or male: single,none,1y <= x < 4y,car or other,30,none,rent,1,skilled employee/official,0 to 2,yes,yes,good
205,none,21,none/duly paid,other,3763,1000 <= x,4 <= x < 7y,25 <= x < 35,male : married/widowed,co-applicant,1y <= x < 4y,unknown / no property,24,none,rent,1,unskilled - resident,0 to 2,no,yes,good
206,negative,18,none/duly paid,retraining,4439,unknown/no savings account,7y <= y,x >= 35,male : married/widowed,co-applicant, x < 1y,unknown / no property,33,bank,rent,1,manager/self-empl./highly qualif,0 to 2,yes,no,good
207,none,12,none/duly paid,furniture,1107,unknown/no savings account,1<= x < 4y,25 <= x < 35,male : married/widowed,none,1y <= x < 4y,unknown / no property,20,none,for free,1,manager/self-empl./highly qualif,3 or more,yes,no,good
208,negative,15,none/duly paid,furniture,1444,1000 <= x, x < 1y,x < 20,male : married/widowed,none, x < 1y,car or other,23,none,rent,1,skilled employee/official,0 to 2,no,no,good
209,negative,48,critical,other,12169,1000 <= x,unemployed,x < 20,male : married/widowed,co-applicant,x >= 7y,real estate,36,none,own,1,manager/self-empl./highly qualif,0 to 2,yes,no,good
