,checking account,duration in month,credit history,credit purpose,credit amount,savings account,employment since..,installment rate,status : sex,other debtors / guarantors,residence since,property,relationship : age,other installment plans,housing,existing credits,job,people to provide maintenance for,telephone,foreign worker,goodness
153, 0 <= ... <= 200,24,critical account,car (used),7758,1000 <= ...,7y <= ...,2,female : married OR separated OR divorced,none,4,none OR unknown,29,none,rent,1,skilled employed OR official ,1,no,yes,1
154, 0 <= ... <= 200,24,delayed,business,6967,100 <= ... < 500,4 <= ... < 7y,4,male : single,none,4,car OR other,36,none,rent,1,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,1
155,negative,12,existing AND duly paid,furniture,1282, ... < 100,1 <= ... < 4y,2,female : married OR separated OR divorced,none,4,car OR other,20,none,rent,1,skilled employed OR official ,1,no,yes,2
156,negative,9,critical account,repairs,1288,100 <= ... < 500,7y <= ...,3,male : single,guarantor,4,real estate,48,none,own,2,skilled employed OR official ,2,no,no,1
157,negative,12,duly paid,retraining,339, ... < 100,7y <= ...,4,male : married,none,1,car OR other,45,bank,own,1,unskilled - resident,1,no,yes,1
158, 0 <= ... <= 200,24,existing AND duly paid,car (new),3512,100 <= ... < 500,4 <= ... < 7y,2,male : single,none,3,car OR other,38,bank,own,2,skilled employed OR official ,1,yes,yes,1
159,none,6,critical account,radio OR tv,1898,unknown OR no savings account,1 <= ... < 4y,1,male : single,none,2,real estate,34,none,own,2,unskilled - resident,2,no,yes,1
160,none,24,critical account,radio OR tv,2872,100 <= ... < 500,7y <= ...,3,male : single,none,4,real estate,36,none,own,1,skilled employed OR official ,2,yes,yes,1
161,none,18,critical account,car (new),1055, ... < 100, ... < 1y,4,female : married OR separated OR divorced,none,1,society savings agreement OR life insurance,30,none,own,2,skilled employed OR official ,1,no,yes,1
162,none,15,existing AND duly paid,domestic appliances,1262,500 <= ... < 1000,4 <= ... < 7y,4,male : single,none,3,society savings agreement OR life insurance,36,none,own,2,skilled employed OR official ,1,yes,yes,1
163, 0 <= ... <= 200,10,existing AND duly paid,car (new),7308, ... < 100,unemployed,2,male : single,none,4,none OR unknown,70,bank,for free,1,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,1
164,none,36,existing AND duly paid,car (new),909,500 <= ... < 1000,7y <= ...,4,male : single,none,4,society savings agreement OR life insurance,36,none,own,1,skilled employed OR official ,1,no,yes,1
165,none,6,existing AND duly paid,furniture,2978,500 <= ... < 1000,1 <= ... < 4y,1,male : single,none,2,car OR other,32,none,own,1,skilled employed OR official ,1,yes,yes,1
166,negative,18,existing AND duly paid,furniture,1131, ... < 100,unemployed,4,female : married OR separated OR divorced,none,2,car OR other,33,none,own,1,skilled employed OR official ,1,no,yes,2
167, 0 <= ... <= 200,11,existing AND duly paid,furniture,1577,1000 <= ..., ... < 1y,4,female : married OR separated OR divorced,none,1,real estate,20,none,own,1,skilled employed OR official ,1,no,yes,1
168,none,24,existing AND duly paid,furniture,3972, ... < 100,4 <= ... < 7y,2,female : married OR separated OR divorced,none,4,society savings agreement OR life insurance,25,none,rent,1,skilled employed OR official ,1,yes,yes,1
169, 0 <= ... <= 200,24,critical account,business,1935, ... < 100,7y <= ...,4,male : separated OR divorced,none,4,real estate,31,none,own,2,skilled employed OR official ,1,yes,yes,2
170,negative,15,none OR duly paid,car (new),950, ... < 100,7y <= ...,4,male : single,none,3,car OR other,33,none,rent,2,skilled employed OR official ,2,no,yes,2
171,none,12,existing AND duly paid,furniture,763, ... < 100,1 <= ... < 4y,4,female : married OR separated OR divorced,none,1,real estate,26,none,own,1,skilled employed OR official ,1,yes,yes,1
172, 0 <= ... <= 200,24,delayed,furniture,2064, ... < 100,unemployed,3,female : married OR separated OR divorced,none,2,society savings agreement OR life insurance,34,none,own,1,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,2
173, 0 <= ... <= 200,8,existing AND duly paid,radio OR tv,1414, ... < 100,1 <= ... < 4y,4,male : single,guarantor,2,real estate,33,none,own,1,skilled employed OR official ,1,no,no,1
174,negative,21,delayed,education,3414, ... < 100, ... < 1y,2,male : single,none,1,society savings agreement OR life insurance,26,none,own,2,skilled employed OR official ,1,no,yes,2
175,none,30,duly paid,car (used),7485,unknown OR no savings account,unemployed,4,female : married OR separated OR divorced,none,1,real estate,53,bank,own,1,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,2
176,negative,12,existing AND duly paid,furniture,2577, ... < 100,1 <= ... < 4y,2,male : separated OR divorced,none,1,car OR other,42,none,own,1,skilled employed OR official ,1,no,yes,1
177,negative,6,critical account,radio OR tv,338,500 <= ... < 1000,7y <= ...,4,male : single,none,4,car OR other,52,none,own,2,skilled employed OR official ,1,no,yes,1
178,none,12,existing AND duly paid,radio OR tv,1963, ... < 100,4 <= ... < 7y,4,male : single,none,2,car OR other,31,none,rent,2,management OR self-employed OR highly qualified employee OR officer,2,yes,yes,1
179,negative,21,critical account,car (new),571, ... < 100,7y <= ...,4,male : single,none,4,real estate,65,none,own,2,skilled employed OR official ,1,no,yes,1
180,none,36,delayed,business,9572, ... < 100, ... < 1y,1,male : separated OR divorced,none,1,car OR other,28,none,own,2,skilled employed OR official ,1,no,yes,2
181, 0 <= ... <= 200,36,delayed,business,4455, ... < 100,1 <= ... < 4y,2,male : separated OR divorced,none,2,real estate,30,stores,own,2,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,2
182,negative,21,duly paid,car (new),1647,unknown OR no savings account,1 <= ... < 4y,4,male : single,none,2,society savings agreement OR life insurance,40,none,own,2,unskilled - resident,2,no,yes,2
183,none,24,critical account,furniture,3777,1000 <= ...,1 <= ... < 4y,4,male : single,none,4,real estate,50,none,own,1,skilled employed OR official ,1,yes,yes,1
184, 0 <= ... <= 200,18,critical account,car (new),884, ... < 100,7y <= ...,4,male : single,none,4,car OR other,36,bank,own,1,skilled employed OR official ,2,yes,yes,2
185,none,15,critical account,radio OR tv,1360, ... < 100,1 <= ... < 4y,4,male : single,none,2,society savings agreement OR life insurance,31,none,own,2,skilled employed OR official ,1,no,yes,1
186, 0 <= ... <= 200,9,duly paid,car (used),5129, ... < 100,7y <= ...,2,female : married OR separated OR divorced,none,4,none OR unknown,74,bank,for free,1,management OR self-employed OR highly qualified employee OR officer,2,yes,yes,2
187, 0 <= ... <= 200,16,critical account,car (new),1175, ... < 100,unemployed,2,male : single,none,3,car OR other,68,none,for free,3,unemployed OR unskilled - non-resident,1,yes,yes,1
188,negative,12,existing AND duly paid,radio OR tv,674,100 <= ... < 500,4 <= ... < 7y,4,male : married,none,1,society savings agreement OR life insurance,20,none,own,1,skilled employed OR official ,1,no,yes,2
189, 0 <= ... <= 200,18,none OR duly paid,furniture,3244, ... < 100,1 <= ... < 4y,1,female : married OR separated OR divorced,none,4,car OR other,33,bank,own,2,skilled employed OR official ,1,yes,yes,1
190,none,24,existing AND duly paid,business,4591,1000 <= ...,1 <= ... < 4y,2,male : single,none,3,society savings agreement OR life insurance,54,none,own,3,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,2
191, 0 <= ... <= 200,48,none OR duly paid,business,3844,100 <= ... < 500,4 <= ... < 7y,4,male : single,none,4,none OR unknown,34,none,for free,1,unskilled - resident,2,no,yes,2
192, 0 <= ... <= 200,27,existing AND duly paid,business,3915, ... < 100,1 <= ... < 4y,4,male : single,none,2,car OR other,36,none,own,1,skilled employed OR official ,2,yes,yes,2
193,none,6,existing AND duly paid,radio OR tv,2108, ... < 100,4 <= ... < 7y,2,male : married,none,2,real estate,29,none,rent,1,skilled employed OR official ,1,no,yes,1
194, 0 <= ... <= 200,45,existing AND duly paid,radio OR tv,3031,100 <= ... < 500,1 <= ... < 4y,4,male : single,guarantor,4,society savings agreement OR life insurance,21,none,rent,1,skilled employed OR official ,1,no,yes,2
195, 0 <= ... <= 200,9,critical account,education,1501, ... < 100,7y <= ...,2,female : married OR separated OR divorced,none,3,car OR other,34,none,own,2,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,2
196,none,6,critical account,radio OR tv,1382, ... < 100,1 <= ... < 4y,1,female : married OR separated OR divorced,none,1,car OR other,28,none,own,2,skilled employed OR official ,1,yes,yes,1
197, 0 <= ... <= 200,12,existing AND duly paid,furniture,951,100 <= ... < 500, ... < 1y,4,female : married OR separated OR divorced,none,4,car OR other,27,bank,rent,4,skilled employed OR official ,1,no,yes,2
198, 0 <= ... <= 200,24,existing AND duly paid,car (used),2760,unknown OR no savings account,7y <= ...,4,male : single,none,4,none OR unknown,36,bank,for free,1,skilled employed OR official ,1,yes,yes,1
199, 0 <= ... <= 200,18,delayed,furniture,4297, ... < 100,7y <= ...,4,male : separated OR divorced,none,3,none OR unknown,40,none,own,1,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,2
200,none,9,critical account,education,936,500 <= ... < 1000,7y <= ...,4,male : single,none,2,car OR other,52,none,own,2,skilled employed OR official ,1,yes,yes,1
201,negative,12,existing AND duly paid,car (new),1168, ... < 100,1 <= ... < 4y,4,male : married,none,3,real estate,27,none,own,1,unskilled - resident,1,no,yes,1
202,none,27,delayed,business,5117, ... < 100,4 <= ... < 7y,3,male : single,none,4,car OR other,26,none,own,2,skilled employed OR official ,1,no,yes,1
203,negative,12,existing AND duly paid,retraining,902, ... < 100,4 <= ... < 7y,4,male : married,none,4,society savings agreement OR life insurance,21,none,rent,1,skilled employed OR official ,1,no,yes,2
204,none,12,critical account,car (new),1495, ... < 100,7y <= ...,4,male : single,none,1,real estate,38,none,own,2,unskilled - resident,2,no,yes,1
205,negative,30,critical account,car (used),10623, ... < 100,7y <= ...,3,male : single,none,4,none OR unknown,38,none,for free,3,management OR self-employed OR highly qualified employee OR officer,2,yes,yes,1
206,none,12,critical account,furniture,1935, ... < 100,7y <= ...,4,male : single,none,4,real estate,43,none,own,3,skilled employed OR official ,1,yes,yes,1
207, 0 <= ... <= 200,12,critical account,domestic appliances,1424, ... < 100,4 <= ... < 7y,4,male : single,none,3,society savings agreement OR life insurance,26,none,own,1,skilled employed OR official ,1,no,yes,1
208,negative,24,existing AND duly paid,business,6568, ... < 100,1 <= ... < 4y,2,male : married,none,2,car OR other,21,stores,own,1,unskilled - resident,1,no,yes,1
209,none,12,existing AND duly paid,car (used),1413,1000 <= ...,4 <= ... < 7y,3,male : single,none,2,society savings agreement OR life insurance,55,none,own,1,skilled employed OR official ,1,no,no,1
210,none,9,critical account,radio OR tv,3074,unknown OR no savings account,1 <= ... < 4y,1,male : single,none,2,real estate,33,none,own,2,skilled employed OR official ,2,no,yes,1
211,none,36,existing AND duly paid,radio OR tv,3835,unknown OR no savings account,7y <= ...,2,female : married OR separated OR divorced,none,4,real estate,45,none,own,1,unskilled - resident,1,yes,yes,1
212,negative,27,none OR duly paid,business,5293, ... < 100,unemployed,2,male : single,none,4,society savings agreement OR life insurance,50,stores,own,2,skilled employed OR official ,1,yes,yes,2
213,200 < ...,30,delayed,business,1908, ... < 100,7y <= ...,4,male : single,none,4,real estate,66,none,own,1,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,2
214,none,36,critical account,radio OR tv,3342,unknown OR no savings account,7y <= ...,4,male : single,none,2,car OR other,51,none,own,1,skilled employed OR official ,1,yes,yes,1
215, 0 <= ... <= 200,6,critical account,retraining,932,unknown OR no savings account,4 <= ... < 7y,1,female : married OR separated OR divorced,none,3,society savings agreement OR life insurance,39,none,own,2,unskilled - resident,1,no,yes,1
216,negative,18,none OR duly paid,business,3104, ... < 100,4 <= ... < 7y,3,male : single,none,1,society savings agreement OR life insurance,31,bank,own,1,skilled employed OR official ,1,yes,yes,1
217,200 < ...,36,existing AND duly paid,radio OR tv,3913, ... < 100,1 <= ... < 4y,2,male : single,none,2,real estate,23,none,own,1,skilled employed OR official ,1,yes,yes,1
218,negative,24,existing AND duly paid,furniture,3021, ... < 100,1 <= ... < 4y,2,male : separated OR divorced,none,2,real estate,24,none,rent,1,unskilled - resident,1,no,yes,1
219,none,10,existing AND duly paid,car (new),1364, ... < 100,1 <= ... < 4y,2,female : married OR separated OR divorced,none,4,car OR other,64,none,own,1,skilled employed OR official ,1,yes,yes,1
220, 0 <= ... <= 200,12,existing AND duly paid,radio OR tv,625, ... < 100, ... < 1y,4,male : married,guarantor,1,real estate,26,bank,own,1,unskilled - resident,1,no,yes,1
221,negative,12,existing AND duly paid,education,1200,unknown OR no savings account,1 <= ... < 4y,4,female : married OR separated OR divorced,none,4,society savings agreement OR life insurance,23,bank,rent,1,skilled employed OR official ,1,yes,yes,1
222,none,12,existing AND duly paid,radio OR tv,707, ... < 100,1 <= ... < 4y,4,male : single,none,2,real estate,30,bank,own,2,skilled employed OR official ,1,no,yes,1
223,none,24,delayed,business,2978,unknown OR no savings account,1 <= ... < 4y,4,male : single,none,4,real estate,32,none,own,2,skilled employed OR official ,2,yes,yes,1
224,none,15,existing AND duly paid,car (used),4657, ... < 100,1 <= ... < 4y,3,male : single,none,2,car OR other,30,none,own,1,skilled employed OR official ,1,yes,yes,1
225,none,36,none OR duly paid,repairs,2613, ... < 100,1 <= ... < 4y,4,male : single,none,2,car OR other,27,none,own,2,skilled employed OR official ,1,no,yes,1
226, 0 <= ... <= 200,48,existing AND duly paid,radio OR tv,10961,1000 <= ...,4 <= ... < 7y,1,male : single,co-applicant,2,none OR unknown,27,bank,own,2,skilled employed OR official ,1,yes,yes,2
227,negative,12,existing AND duly paid,furniture,7865, ... < 100,7y <= ...,4,male : single,none,4,none OR unknown,53,none,for free,1,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,2
228,none,9,existing AND duly paid,radio OR tv,1478, ... < 100,4 <= ... < 7y,4,male : single,none,2,car OR other,22,none,own,1,skilled employed OR official ,1,no,yes,2
229,negative,24,existing AND duly paid,furniture,3149, ... < 100, ... < 1y,4,male : single,none,1,none OR unknown,22,bank,for free,1,skilled employed OR official ,1,no,yes,1
230,200 < ...,36,existing AND duly paid,radio OR tv,4210, ... < 100,1 <= ... < 4y,4,male : single,none,2,car OR other,26,none,own,1,skilled employed OR official ,1,no,yes,2
231,none,9,existing AND duly paid,car (new),2507,500 <= ... < 1000,7y <= ...,2,male : single,none,4,none OR unknown,51,none,for free,1,unskilled - resident,1,no,yes,1
232,none,12,existing AND duly paid,radio OR tv,2141,100 <= ... < 500,4 <= ... < 7y,3,male : single,none,1,none OR unknown,35,none,own,1,skilled employed OR official ,1,no,yes,1
