,checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate,status_and_sex,co-applicants_guarantors,residence_since,property,age,other_installment_plans,housing,existing_credits,job,people_to_provide_maintenance_for,telephone,foreign_worker,customer_goodness
720,over_200,9,none_or_duly_paid,radio_tv,1337,up_to_100,up_to_1y,4,male_single,none,2,car_other,34,none,own,2,highly_qualified_or_self-employed,1,yes,yes,0
721,0_to_200,6,duly_paid,education,433,over_1000,up_to_1y,4,female_married_separated,none,2,building_society_savings_agreement_or_life_insurance,24,bank,rent,1,employed,2,no,yes,0
722,negative,12,existing_duly_paid,car_new,1228,up_to_100,1_to_4y,4,female_married_separated,none,2,real_estate,24,none,own,1,unskilled_resident,1,no,yes,0
723,0_to_200,9,existing_duly_paid,radio_tv,790,500_to_1000,1_to_4y,4,female_married_separated,none,3,real_estate,66,none,own,1,unskilled_resident,1,no,yes,1
724,none,27,existing_duly_paid,car_new,2570,up_to_100,1_to_4y,3,female_married_separated,none,3,real_estate,21,none,rent,1,employed,1,no,yes,0
725,none,6,critical_account,car_new,250,over_1000,1_to_4y,2,female_married_separated,none,2,real_estate,41,bank,own,2,unskilled_resident,1,no,yes,1
726,none,15,critical_account,radio_tv,1316,500_to_1000,1_to_4y,2,male_married,none,2,building_society_savings_agreement_or_life_insurance,47,none,own,2,unskilled_resident,1,no,yes,1
727,negative,18,existing_duly_paid,radio_tv,1882,up_to_100,1_to_4y,4,female_married_separated,none,4,car_other,25,bank,rent,2,employed,1,no,yes,0
728,0_to_200,48,duly_paid,business,6416,up_to_100,over_7y,4,female_married_separated,none,3,none_unknown,59,none,rent,1,employed,1,no,yes,0
729,over_200,24,critical_account,business,1275,over_1000,1_to_4y,2,male_separated,none,4,real_estate,36,none,own,2,employed,1,yes,yes,1
730,0_to_200,24,delayed,radio_tv,6403,up_to_100,up_to_1y,1,male_single,none,2,car_other,33,none,own,1,employed,1,no,yes,1
731,negative,24,existing_duly_paid,radio_tv,1987,up_to_100,1_to_4y,2,male_single,none,4,real_estate,21,none,rent,1,unskilled_resident,2,no,yes,0
732,0_to_200,8,existing_duly_paid,radio_tv,760,up_to_100,4_to_7y,4,female_married_separated,guarantor,2,real_estate,44,none,own,1,unskilled_resident,1,no,yes,1
733,none,24,existing_duly_paid,car:used,2603,over_1000,1_to_4y,2,female_married_separated,none,4,car_other,28,none,rent,1,employed,1,yes,yes,1
734,none,4,critical_account,car_new,3380,up_to_100,4_to_7y,1,female_married_separated,none,1,real_estate,37,none,own,1,employed,2,no,yes,1
735,0_to_200,36,duly_paid,appliances,3990,unknown,up_to_1y,3,female_married_separated,none,2,none_unknown,29,bank,own,1,unemployed_non-resident,1,no,yes,1
736,0_to_200,24,existing_duly_paid,car:used,11560,up_to_100,1_to_4y,1,female_married_separated,none,4,car_other,23,none,rent,2,highly_qualified_or_self-employed,1,no,yes,0
737,negative,18,existing_duly_paid,car_new,4380,100_to_500,1_to_4y,3,male_single,none,4,car_other,35,none,own,1,unskilled_resident,2,yes,yes,1
738,none,6,critical_account,car_new,6761,up_to_100,4_to_7y,1,male_single,none,3,none_unknown,45,none,own,2,highly_qualified_or_self-employed,2,yes,yes,1
739,0_to_200,30,none_or_duly_paid,business,4280,100_to_500,1_to_4y,4,female_married_separated,none,4,car_other,26,none,rent,2,unskilled_resident,1,no,yes,0
740,negative,24,duly_paid,car_new,2325,100_to_500,4_to_7y,2,male_single,none,3,car_other,32,bank,own,1,employed,1,no,yes,1
741,0_to_200,10,duly_paid,radio_tv,1048,up_to_100,1_to_4y,4,male_single,none,4,real_estate,23,stores,own,1,unskilled_resident,1,no,yes,1
742,none,21,existing_duly_paid,radio_tv,3160,unknown,over_7y,4,male_single,none,3,building_society_savings_agreement_or_life_insurance,41,none,own,1,employed,1,yes,yes,1
743,negative,24,duly_paid,furniture,2483,500_to_1000,1_to_4y,4,male_single,none,4,real_estate,22,stores,own,1,employed,1,yes,yes,1
744,negative,39,critical_account,furniture,14179,unknown,4_to_7y,4,male_single,none,4,building_society_savings_agreement_or_life_insurance,30,none,own,2,highly_qualified_or_self-employed,1,yes,yes,1
745,negative,13,critical_account,business,1797,up_to_100,up_to_1y,3,male_single,none,1,building_society_savings_agreement_or_life_insurance,28,bank,own,2,unskilled_resident,1,no,yes,1
746,negative,15,existing_duly_paid,car_new,2511,up_to_100,unemployed,1,female_married_separated,none,4,car_other,23,none,rent,1,employed,1,no,yes,1
747,negative,12,existing_duly_paid,car_new,1274,up_to_100,up_to_1y,3,female_married_separated,none,1,real_estate,37,none,own,1,unskilled_resident,1,no,yes,0
748,none,21,existing_duly_paid,car:used,5248,unknown,1_to_4y,1,male_single,none,3,car_other,26,none,own,1,employed,1,no,yes,1
749,none,15,existing_duly_paid,car:used,3029,up_to_100,4_to_7y,2,male_single,none,2,car_other,33,none,own,1,employed,1,no,yes,1
750,negative,6,existing_duly_paid,furniture,428,up_to_100,over_7y,2,female_married_separated,none,1,building_society_savings_agreement_or_life_insurance,49,bank,own,1,employed,1,yes,yes,1
751,negative,18,existing_duly_paid,car_new,976,up_to_100,up_to_1y,1,female_married_separated,none,2,car_other,23,none,own,1,unskilled_resident,1,no,yes,0
752,0_to_200,12,existing_duly_paid,business,841,100_to_500,4_to_7y,2,female_married_separated,none,4,real_estate,23,none,rent,1,unskilled_resident,1,no,yes,1
753,none,30,critical_account,radio_tv,5771,up_to_100,4_to_7y,4,female_married_separated,none,2,car_other,25,none,own,2,employed,1,no,yes,1
754,none,12,delayed,repairs,1555,over_1000,over_7y,4,male_single,none,4,none_unknown,55,none,free,2,employed,2,no,yes,0
755,negative,24,existing_duly_paid,car_new,1285,unknown,4_to_7y,4,female_married_separated,none,4,none_unknown,32,none,rent,1,employed,1,no,yes,0
756,over_200,6,critical_account,car_new,1299,up_to_100,1_to_4y,1,male_single,none,1,real_estate,74,none,own,3,unemployed_non-resident,2,no,no,1
757,over_200,15,critical_account,radio_tv,1271,unknown,1_to_4y,3,male_single,none,4,none_unknown,39,none,free,2,employed,1,yes,yes,0
758,none,24,existing_duly_paid,car_new,1393,up_to_100,1_to_4y,2,male_single,guarantor,2,real_estate,31,none,own,1,employed,1,yes,yes,1
759,negative,12,critical_account,car_new,691,up_to_100,over_7y,4,male_single,none,3,building_society_savings_agreement_or_life_insurance,35,none,own,2,employed,1,no,yes,0
760,none,15,critical_account,car_new,5045,unknown,over_7y,1,female_married_separated,none,4,car_other,59,none,own,1,employed,1,yes,yes,1
761,negative,18,critical_account,furniture,2124,up_to_100,1_to_4y,4,female_married_separated,none,4,real_estate,24,none,rent,2,employed,1,no,yes,0
762,negative,12,existing_duly_paid,radio_tv,2214,up_to_100,1_to_4y,4,male_single,none,3,building_society_savings_agreement_or_life_insurance,24,none,own,1,unskilled_resident,1,no,yes,1
763,none,21,critical_account,car_new,12680,unknown,over_7y,4,male_single,none,4,none_unknown,30,none,free,1,highly_qualified_or_self-employed,1,yes,yes,0
764,none,24,critical_account,car_new,2463,100_to_500,4_to_7y,4,male_married,none,3,building_society_savings_agreement_or_life_insurance,27,none,own,2,employed,1,yes,yes,1
765,0_to_200,12,existing_duly_paid,radio_tv,1155,up_to_100,over_7y,3,male_married,guarantor,3,real_estate,40,bank,own,2,unskilled_resident,1,no,yes,1
766,negative,30,existing_duly_paid,furniture,3108,up_to_100,up_to_1y,2,male_separated,none,4,building_society_savings_agreement_or_life_insurance,31,none,own,1,unskilled_resident,1,no,yes,0
767,none,10,existing_duly_paid,car:used,2901,unknown,up_to_1y,1,female_married_separated,none,4,real_estate,31,none,rent,1,employed,1,no,yes,1
768,0_to_200,12,critical_account,furniture,3617,up_to_100,over_7y,1,male_single,none,4,car_other,28,none,rent,3,employed,1,yes,yes,1
769,none,12,critical_account,radio_tv,1655,up_to_100,over_7y,2,male_single,none,4,real_estate,63,none,own,2,unskilled_resident,1,yes,yes,1
770,negative,24,existing_duly_paid,car:used,2812,unknown,over_7y,2,female_married_separated,none,4,real_estate,26,none,rent,1,employed,1,no,yes,1
771,negative,36,critical_account,education,8065,up_to_100,1_to_4y,3,female_married_separated,none,2,none_unknown,25,none,own,2,highly_qualified_or_self-employed,1,yes,yes,0
772,none,21,critical_account,car:used,3275,up_to_100,over_7y,1,male_single,none,4,car_other,36,none,own,1,highly_qualified_or_self-employed,1,yes,yes,1
773,none,24,critical_account,radio_tv,2223,100_to_500,over_7y,4,male_single,none,4,building_society_savings_agreement_or_life_insurance,52,bank,own,2,employed,1,no,yes,1
774,over_200,12,critical_account,car_new,1480,500_to_1000,unemployed,2,male_single,none,4,none_unknown,66,bank,free,3,unemployed_non-resident,1,no,yes,1
775,negative,24,existing_duly_paid,car_new,1371,unknown,1_to_4y,4,female_married_separated,none,4,real_estate,25,none,rent,1,employed,1,no,yes,0
776,none,36,critical_account,car_new,3535,up_to_100,4_to_7y,4,male_single,none,4,car_other,37,none,own,2,employed,1,yes,yes,1
777,negative,18,existing_duly_paid,radio_tv,3509,up_to_100,4_to_7y,4,female_married_separated,guarantor,1,real_estate,25,none,own,1,employed,1,no,yes,1
778,none,36,critical_account,car:used,5711,over_1000,over_7y,4,male_single,none,2,car_other,38,none,own,2,highly_qualified_or_self-employed,1,yes,yes,1
779,0_to_200,18,existing_duly_paid,repairs,3872,up_to_100,unemployed,2,female_married_separated,none,4,car_other,67,none,own,1,employed,1,yes,yes,1
780,0_to_200,39,critical_account,radio_tv,4933,up_to_100,4_to_7y,2,male_single,guarantor,2,real_estate,25,none,own,2,employed,1,no,yes,0
781,none,24,critical_account,car_new,1940,over_1000,over_7y,4,male_single,none,4,real_estate,60,none,own,1,employed,1,yes,yes,1
782,0_to_200,12,none_or_duly_paid,retraining,1410,up_to_100,1_to_4y,2,male_single,none,2,real_estate,31,none,own,1,unskilled_resident,1,yes,yes,1
783,0_to_200,12,existing_duly_paid,car_new,836,100_to_500,up_to_1y,4,female_married_separated,none,2,building_society_savings_agreement_or_life_insurance,23,bank,own,1,unskilled_resident,1,no,yes,0
784,0_to_200,20,existing_duly_paid,car:used,6468,unknown,unemployed,1,male_separated,none,4,real_estate,60,none,own,1,highly_qualified_or_self-employed,1,yes,yes,1
785,0_to_200,18,existing_duly_paid,business,1941,over_1000,1_to_4y,4,male_single,none,2,building_society_savings_agreement_or_life_insurance,35,none,own,1,unskilled_resident,1,yes,yes,1
786,none,22,existing_duly_paid,radio_tv,2675,500_to_1000,over_7y,3,male_single,none,4,car_other,40,none,own,1,employed,1,no,yes,1
787,none,48,critical_account,car:used,2751,unknown,over_7y,4,male_single,none,3,car_other,38,none,own,2,employed,2,yes,yes,1
788,0_to_200,48,delayed,education,6224,up_to_100,over_7y,4,male_single,none,4,none_unknown,50,none,free,1,employed,1,no,yes,0
789,negative,40,critical_account,education,5998,up_to_100,1_to_4y,4,male_single,none,3,none_unknown,27,bank,own,1,employed,1,yes,yes,0
790,0_to_200,21,existing_duly_paid,business,1188,up_to_100,over_7y,2,female_married_separated,none,4,building_society_savings_agreement_or_life_insurance,39,none,own,1,employed,2,no,yes,0
791,none,24,existing_duly_paid,car:used,6313,unknown,over_7y,3,male_single,none,4,car_other,41,none,own,1,highly_qualified_or_self-employed,2,yes,yes,1
792,none,6,critical_account,furniture,1221,unknown,1_to_4y,1,male_married,none,2,building_society_savings_agreement_or_life_insurance,27,none,own,2,employed,1,no,yes,1
793,over_200,24,existing_duly_paid,furniture,2892,up_to_100,over_7y,3,male_separated,none,4,none_unknown,51,none,free,1,employed,1,no,yes,1
794,none,24,existing_duly_paid,furniture,3062,500_to_1000,over_7y,4,male_single,none,3,none_unknown,32,none,rent,1,employed,1,yes,yes,1
795,none,9,existing_duly_paid,furniture,2301,100_to_500,up_to_1y,2,female_married_separated,none,4,building_society_savings_agreement_or_life_insurance,22,none,rent,1,employed,1,no,yes,1
796,negative,18,existing_duly_paid,car:used,7511,unknown,over_7y,1,male_single,none,4,building_society_savings_agreement_or_life_insurance,51,none,free,1,employed,2,yes,yes,0
797,none,12,critical_account,furniture,1258,up_to_100,up_to_1y,2,female_married_separated,none,4,building_society_savings_agreement_or_life_insurance,22,none,rent,2,unskilled_resident,1,no,yes,1
798,none,24,delayed,car_new,717,unknown,over_7y,4,male_married,none,4,car_other,54,none,own,2,employed,1,yes,yes,1
799,0_to_200,9,existing_duly_paid,car_new,1549,unknown,up_to_1y,4,male_single,none,2,real_estate,35,none,own,1,unemployed_non-resident,1,no,yes,1
800,none,24,critical_account,education,1597,up_to_100,over_7y,4,male_single,none,4,none_unknown,54,none,free,2,employed,2,no,yes,1
801,0_to_200,18,critical_account,radio_tv,1795,up_to_100,over_7y,3,female_married_separated,guarantor,4,real_estate,48,bank,rent,2,unskilled_resident,1,yes,yes,1
802,negative,20,critical_account,furniture,4272,up_to_100,over_7y,1,female_married_separated,none,4,building_society_savings_agreement_or_life_insurance,24,none,own,2,employed,1,no,yes,1
803,none,12,critical_account,radio_tv,976,unknown,over_7y,4,male_single,none,4,car_other,35,none,own,2,employed,1,no,yes,1
804,0_to_200,12,existing_duly_paid,car_new,7472,unknown,unemployed,1,female_married_separated,none,2,real_estate,24,none,rent,1,unemployed_non-resident,1,no,yes,1
805,negative,36,existing_duly_paid,car_new,9271,up_to_100,4_to_7y,2,male_single,none,1,car_other,24,none,own,1,employed,1,yes,yes,0
806,0_to_200,6,existing_duly_paid,radio_tv,590,up_to_100,up_to_1y,3,male_married,none,3,real_estate,26,none,own,1,unskilled_resident,1,no,no,1
807,none,12,critical_account,radio_tv,930,unknown,over_7y,4,male_single,none,4,real_estate,65,none,own,4,employed,1,no,yes,1
808,0_to_200,42,duly_paid,car:used,9283,up_to_100,unemployed,1,male_single,none,2,none_unknown,55,bank,free,1,highly_qualified_or_self-employed,1,yes,yes,1
809,0_to_200,15,none_or_duly_paid,car_new,1778,up_to_100,up_to_1y,2,female_married_separated,none,1,real_estate,26,none,rent,2,unemployed_non-resident,1,no,yes,0
810,0_to_200,8,existing_duly_paid,business,907,up_to_100,up_to_1y,3,male_married,none,2,real_estate,26,none,own,1,employed,1,yes,yes,1
811,0_to_200,6,existing_duly_paid,radio_tv,484,up_to_100,4_to_7y,3,male_married,guarantor,3,real_estate,28,bank,own,1,unskilled_resident,1,no,yes,1
812,negative,36,critical_account,car:used,9629,up_to_100,4_to_7y,4,male_single,none,4,car_other,24,none,own,2,employed,1,yes,yes,0
813,negative,48,existing_duly_paid,appliances,3051,up_to_100,1_to_4y,3,male_single,none,4,car_other,54,none,own,1,employed,1,no,yes,0
814,negative,48,existing_duly_paid,car_new,3931,up_to_100,4_to_7y,4,male_single,none,4,none_unknown,46,none,free,1,employed,2,no,yes,0
815,0_to_200,36,delayed,car_new,7432,up_to_100,1_to_4y,2,female_married_separated,none,2,building_society_savings_agreement_or_life_insurance,54,none,rent,1,employed,1,no,yes,1
816,none,6,existing_duly_paid,appliances,1338,500_to_1000,1_to_4y,1,male_separated,none,4,real_estate,62,none,own,1,employed,1,no,yes,1
817,none,6,critical_account,radio_tv,1554,up_to_100,4_to_7y,1,female_married_separated,none,2,car_other,24,none,rent,2,employed,1,yes,yes,1
818,negative,36,existing_duly_paid,other,15857,up_to_100,unemployed,2,male_separated,co-applicant,3,car_other,43,none,own,1,highly_qualified_or_self-employed,1,no,yes,1
819,negative,18,existing_duly_paid,radio_tv,1345,up_to_100,1_to_4y,4,male_married,none,3,real_estate,26,bank,own,1,employed,1,no,yes,0
820,none,12,existing_duly_paid,car_new,1101,up_to_100,1_to_4y,3,male_married,none,2,real_estate,27,none,own,2,employed,1,yes,yes,1
821,over_200,12,existing_duly_paid,radio_tv,3016,up_to_100,1_to_4y,3,male_married,none,1,car_other,24,none,own,1,employed,1,no,yes,1
822,negative,36,existing_duly_paid,furniture,2712,up_to_100,over_7y,2,male_single,none,2,building_society_savings_agreement_or_life_insurance,41,bank,own,1,employed,2,no,yes,0
823,negative,8,critical_account,car_new,731,up_to_100,over_7y,4,male_single,none,4,real_estate,47,none,own,2,unskilled_resident,1,no,yes,1
824,none,18,critical_account,furniture,3780,up_to_100,up_to_1y,3,male_separated,none,2,car_other,35,none,own,2,highly_qualified_or_self-employed,1,yes,yes,1
825,negative,21,critical_account,car_new,1602,up_to_100,over_7y,4,male_married,none,3,car_other,30,none,own,2,employed,1,yes,yes,1
826,negative,18,critical_account,car_new,3966,up_to_100,over_7y,1,female_married_separated,none,4,real_estate,33,bank,rent,3,employed,1,yes,yes,0
827,none,18,none_or_duly_paid,business,4165,up_to_100,1_to_4y,2,male_single,none,2,car_other,36,stores,own,2,employed,2,no,yes,0
828,negative,36,existing_duly_paid,car:used,8335,unknown,over_7y,3,male_single,none,4,none_unknown,47,none,free,1,employed,1,no,yes,0
829,0_to_200,48,delayed,business,6681,unknown,1_to_4y,4,male_single,none,4,none_unknown,38,none,free,1,employed,2,yes,yes,1
830,none,24,delayed,business,2375,500_to_1000,1_to_4y,4,male_single,none,2,car_other,44,none,own,2,employed,2,yes,yes,1
831,negative,18,existing_duly_paid,car_new,1216,up_to_100,up_to_1y,4,female_married_separated,none,3,car_other,23,none,rent,1,employed,1,yes,yes,0
832,negative,45,none_or_duly_paid,business,11816,up_to_100,over_7y,2,male_single,none,4,car_other,29,none,rent,2,employed,1,no,yes,0
833,0_to_200,24,existing_duly_paid,radio_tv,5084,unknown,over_7y,2,female_married_separated,none,4,car_other,42,none,own,1,employed,1,yes,yes,1
834,over_200,15,existing_duly_paid,radio_tv,2327,up_to_100,up_to_1y,2,female_married_separated,none,3,real_estate,25,none,own,1,unskilled_resident,1,no,yes,0
835,negative,12,none_or_duly_paid,car_new,1082,up_to_100,1_to_4y,4,male_single,none,4,car_other,48,bank,own,2,employed,1,no,yes,0
836,none,12,existing_duly_paid,radio_tv,886,unknown,1_to_4y,4,female_married_separated,none,2,car_other,21,none,own,1,employed,1,no,yes,1
837,none,4,existing_duly_paid,furniture,601,up_to_100,up_to_1y,1,female_married_separated,none,3,real_estate,23,none,rent,1,unskilled_resident,2,no,yes,1
838,negative,24,critical_account,car:used,2957,up_to_100,over_7y,4,male_single,none,4,building_society_savings_agreement_or_life_insurance,63,none,own,2,employed,1,yes,yes,1
839,none,24,critical_account,radio_tv,2611,up_to_100,over_7y,4,male_married,co-applicant,3,real_estate,46,none,own,2,employed,1,no,yes,1
840,negative,36,existing_duly_paid,furniture,5179,up_to_100,4_to_7y,4,male_single,none,2,building_society_savings_agreement_or_life_insurance,29,none,own,1,employed,1,no,yes,0
841,none,21,delayed,car:used,2993,up_to_100,1_to_4y,3,male_single,none,2,real_estate,28,stores,own,2,unskilled_resident,1,no,yes,1
842,none,18,existing_duly_paid,repairs,1943,up_to_100,up_to_1y,4,female_married_separated,none,4,real_estate,23,none,own,1,employed,1,no,yes,0
843,none,24,duly_paid,business,1559,up_to_100,4_to_7y,4,male_single,none,4,car_other,50,bank,own,1,employed,1,yes,yes,1
844,none,18,existing_duly_paid,furniture,3422,up_to_100,over_7y,4,male_single,none,4,building_society_savings_agreement_or_life_insurance,47,bank,own,3,employed,2,yes,yes,1
845,0_to_200,21,existing_duly_paid,furniture,3976,unknown,4_to_7y,2,male_single,none,3,car_other,35,none,own,1,employed,1,yes,yes,1
846,none,18,existing_duly_paid,car_new,6761,unknown,1_to_4y,2,male_single,none,4,car_other,68,none,rent,2,employed,1,no,yes,0
847,none,24,existing_duly_paid,car_new,1249,up_to_100,up_to_1y,4,male_married,none,2,real_estate,28,none,own,1,employed,1,no,yes,1
848,negative,9,existing_duly_paid,radio_tv,1364,up_to_100,4_to_7y,3,male_single,none,4,real_estate,59,none,own,1,employed,1,no,yes,1
849,negative,12,existing_duly_paid,radio_tv,709,up_to_100,over_7y,4,male_single,none,4,real_estate,57,stores,own,1,unskilled_resident,1,no,yes,0
850,negative,20,critical_account,car_new,2235,up_to_100,1_to_4y,4,male_married,guarantor,2,building_society_savings_agreement_or_life_insurance,33,bank,rent,2,employed,1,no,no,0
851,none,24,critical_account,car:used,4042,unknown,4_to_7y,3,male_single,none,4,building_society_savings_agreement_or_life_insurance,43,none,own,2,employed,1,yes,yes,1
852,none,15,critical_account,radio_tv,1471,up_to_100,1_to_4y,4,male_single,none,4,none_unknown,35,none,free,2,employed,1,yes,yes,1
853,negative,18,duly_paid,car_new,1442,up_to_100,4_to_7y,4,male_single,none,4,none_unknown,32,none,free,2,unskilled_resident,2,no,yes,0
854,none,36,delayed,car_new,10875,up_to_100,over_7y,2,male_single,none,2,car_other,45,none,own,2,employed,2,yes,yes,1
855,none,24,existing_duly_paid,car_new,1474,100_to_500,up_to_1y,4,male_married,none,3,real_estate,33,none,own,1,employed,1,yes,yes,1
856,none,10,existing_duly_paid,retraining,894,unknown,4_to_7y,4,female_married_separated,none,3,building_society_savings_agreement_or_life_insurance,40,none,own,1,employed,1,yes,yes,1
857,none,15,critical_account,furniture,3343,up_to_100,1_to_4y,4,male_single,none,2,none_unknown,28,none,free,1,employed,1,yes,yes,1
858,negative,15,existing_duly_paid,car_new,3959,up_to_100,1_to_4y,3,female_married_separated,none,2,building_society_savings_agreement_or_life_insurance,29,none,own,1,employed,1,yes,yes,0
859,none,9,existing_duly_paid,car_new,3577,100_to_500,1_to_4y,1,male_single,guarantor,2,real_estate,26,none,rent,1,employed,2,no,no,1
860,none,24,critical_account,car:used,5804,over_1000,1_to_4y,4,male_single,none,2,real_estate,27,none,own,2,employed,1,no,yes,1
861,none,18,delayed,business,2169,up_to_100,1_to_4y,4,male_married,none,2,car_other,28,none,own,1,employed,1,yes,yes,0
862,negative,24,existing_duly_paid,radio_tv,2439,up_to_100,up_to_1y,4,female_married_separated,none,4,real_estate,35,none,own,1,employed,1,yes,yes,0
863,none,27,critical_account,furniture,4526,over_1000,up_to_1y,4,male_single,none,2,real_estate,32,stores,own,2,unskilled_resident,2,yes,yes,1
864,none,10,existing_duly_paid,furniture,2210,up_to_100,1_to_4y,2,male_single,none,2,real_estate,25,bank,rent,1,unskilled_resident,1,no,yes,0
865,none,15,existing_duly_paid,furniture,2221,500_to_1000,1_to_4y,2,female_married_separated,none,4,car_other,20,none,rent,1,employed,1,no,yes,1
866,negative,18,existing_duly_paid,radio_tv,2389,up_to_100,up_to_1y,4,female_married_separated,none,1,car_other,27,stores,own,1,employed,1,no,yes,1
867,none,12,critical_account,furniture,3331,up_to_100,over_7y,2,male_single,none,4,building_society_savings_agreement_or_life_insurance,42,stores,own,1,employed,1,no,yes,1
868,none,36,existing_duly_paid,business,7409,unknown,over_7y,3,male_single,none,2,building_society_savings_agreement_or_life_insurance,37,none,own,2,employed,1,no,yes,1
869,negative,12,existing_duly_paid,furniture,652,up_to_100,over_7y,4,female_married_separated,none,4,building_society_savings_agreement_or_life_insurance,24,none,rent,1,employed,1,no,yes,1
870,none,36,delayed,furniture,7678,500_to_1000,4_to_7y,2,female_married_separated,none,4,car_other,40,none,own,2,employed,1,yes,yes,1
871,over_200,6,critical_account,car_new,1343,up_to_100,over_7y,1,male_single,none,4,real_estate,46,none,own,2,employed,2,no,no,1
872,negative,24,critical_account,business,1382,100_to_500,4_to_7y,4,male_single,none,1,real_estate,26,none,own,2,employed,1,yes,yes,1
873,none,15,existing_duly_paid,appliances,874,unknown,up_to_1y,4,female_married_separated,none,1,real_estate,24,none,own,1,employed,1,no,yes,1
874,negative,12,existing_duly_paid,furniture,3590,up_to_100,1_to_4y,2,male_single,co-applicant,2,building_society_savings_agreement_or_life_insurance,29,none,own,1,unskilled_resident,2,no,yes,1
875,0_to_200,11,critical_account,car_new,1322,over_1000,1_to_4y,4,female_married_separated,none,4,car_other,40,none,own,2,employed,1,no,yes,1
876,negative,18,duly_paid,radio_tv,1940,up_to_100,up_to_1y,3,male_single,co-applicant,4,none_unknown,36,bank,free,1,highly_qualified_or_self-employed,1,yes,yes,1
877,none,36,existing_duly_paid,radio_tv,3595,up_to_100,over_7y,4,male_single,none,2,car_other,28,none,own,1,employed,1,no,yes,1
878,negative,9,existing_duly_paid,car_new,1422,up_to_100,up_to_1y,3,male_single,none,2,none_unknown,27,none,free,1,highly_qualified_or_self-employed,1,yes,yes,0
879,none,30,critical_account,radio_tv,6742,unknown,4_to_7y,2,male_single,none,3,building_society_savings_agreement_or_life_insurance,36,none,own,2,employed,1,no,yes,1
880,none,24,existing_duly_paid,car:used,7814,up_to_100,4_to_7y,3,male_single,none,3,car_other,38,none,own,1,highly_qualified_or_self-employed,1,yes,yes,1
881,none,24,existing_duly_paid,car:used,9277,unknown,1_to_4y,2,male_separated,none,4,none_unknown,48,none,free,1,employed,1,yes,yes,1
882,0_to_200,30,critical_account,car_new,2181,unknown,over_7y,4,male_single,none,4,real_estate,36,none,own,2,employed,1,no,yes,1
883,none,18,critical_account,radio_tv,1098,up_to_100,unemployed,4,female_married_separated,none,4,car_other,65,none,own,2,unemployed_non-resident,1,no,yes,1
884,0_to_200,24,existing_duly_paid,furniture,4057,up_to_100,4_to_7y,3,male_separated,none,3,car_other,43,none,own,1,employed,1,yes,yes,0
885,negative,12,existing_duly_paid,education,795,up_to_100,up_to_1y,4,female_married_separated,none,4,building_society_savings_agreement_or_life_insurance,53,none,own,1,employed,1,no,yes,0
886,0_to_200,24,critical_account,business,2825,unknown,4_to_7y,4,male_single,none,3,none_unknown,34,none,own,2,employed,2,yes,yes,1
887,0_to_200,48,existing_duly_paid,business,15672,up_to_100,1_to_4y,2,male_single,none,2,car_other,23,none,own,1,employed,1,yes,yes,0
888,none,36,critical_account,car_new,6614,up_to_100,over_7y,4,male_single,none,4,car_other,34,none,own,2,highly_qualified_or_self-employed,1,yes,yes,1
889,none,28,duly_paid,car:used,7824,unknown,up_to_1y,3,male_single,guarantor,4,real_estate,40,bank,rent,2,employed,2,yes,yes,1
890,negative,27,critical_account,business,2442,up_to_100,over_7y,4,male_single,none,4,car_other,43,stores,own,4,highly_qualified_or_self-employed,2,yes,yes,1
891,none,15,critical_account,radio_tv,1829,up_to_100,over_7y,4,male_single,none,4,car_other,46,none,own,2,employed,1,yes,yes,1
892,negative,12,critical_account,car_new,2171,up_to_100,1_to_4y,4,male_single,none,4,building_society_savings_agreement_or_life_insurance,38,bank,own,2,unskilled_resident,1,no,no,1
893,0_to_200,36,critical_account,car:used,5800,up_to_100,1_to_4y,3,male_single,none,4,car_other,34,none,own,2,employed,1,yes,yes,1
894,none,18,critical_account,radio_tv,1169,unknown,1_to_4y,4,male_single,none,3,building_society_savings_agreement_or_life_insurance,29,none,own,2,employed,1,yes,yes,1
895,none,36,delayed,car:used,8947,unknown,4_to_7y,3,male_single,none,2,car_other,31,stores,own,1,highly_qualified_or_self-employed,2,yes,yes,1
896,negative,21,existing_duly_paid,radio_tv,2606,up_to_100,up_to_1y,4,female_married_separated,none,4,building_society_savings_agreement_or_life_insurance,28,none,rent,1,highly_qualified_or_self-employed,1,yes,yes,1
897,none,12,critical_account,furniture,1592,over_1000,4_to_7y,3,female_married_separated,none,2,building_society_savings_agreement_or_life_insurance,35,none,own,1,employed,1,no,no,1
898,none,15,existing_duly_paid,furniture,2186,unknown,4_to_7y,1,female_married_separated,none,4,real_estate,33,bank,rent,1,unskilled_resident,1,no,yes,1
899,negative,18,existing_duly_paid,furniture,4153,up_to_100,1_to_4y,2,male_single,co-applicant,3,car_other,42,none,own,1,employed,1,no,yes,0
900,negative,16,critical_account,car_new,2625,up_to_100,over_7y,2,male_single,guarantor,4,building_society_savings_agreement_or_life_insurance,43,bank,rent,1,employed,1,yes,yes,0
901,none,20,critical_account,car_new,3485,unknown,up_to_1y,2,male_separated,none,4,real_estate,44,none,own,2,employed,1,yes,yes,1
902,none,36,critical_account,car:used,10477,unknown,over_7y,2,male_single,none,4,none_unknown,42,none,free,2,employed,1,no,yes,1
