,checking account,duration in month,credit history,credit purpose,credit amount,savings account,employment since..,installment rate,status : sex,other debtors / guarantors,residence since,property,relationship : age,other installment plans,housing,existing credits,job,people to provide maintenance for,telephone,foreign worker,goodness
139,<0 DM,6,fully paid back,vacation,932,>=1000 DM,4-6 yrs,>= 35,female: non-single or male: single,none,4-6 yrs,car or other,39,none,rent,2,unskilled - resident,0 to 2,no,no,good
140,0-200 DM,24,fully paid back,furniture/equipment,3148,>=1000 DM,1-3 yrs,20-24,male : married/widowed,none,1-3 yrs,building soc. savings agr./life insurance,31,none,rent,2,skilled employee/official,0 to 2,yes,no,good
141,>=200 DM,36,none open,furniture/equipment,3835,>=1000 DM,>= 7 yrs,25-34,female: non-single or male: single,none,>= 7 yrs,unknown / no property,45,none,rent,1,unskilled - resident,0 to 2,yes,no,good
142,>=200 DM,9,none open,repairs,3832,>=1000 DM,>= 7 yrs,>= 35,male : married/widowed,none,>= 7 yrs,unknown / no property,64,none,rent,1,unskilled - resident,0 to 2,no,no,good
143,<0 DM,24,none open,furniture/equipment,5084,>=1000 DM,>= 7 yrs,25-34,female: non-single or male: single,none,>= 7 yrs,building soc. savings agr./life insurance,42,none,rent,1,skilled employee/official,0 to 2,yes,no,good
144,>=200 DM,9,fully paid back,car (used),2406,unknown/no savings account,unemployed,25-34,male : married/widowed,none,4-6 yrs,building soc. savings agr./life insurance,31,none,rent,1,manager/self-empl./highly qualif,0 to 2,no,no,good
145,>=200 DM,36,none open,furniture/equipment,2394,>=1000 DM,1-3 yrs,<20,female: non-single or male: single,none,>= 7 yrs,building soc. savings agr./life insurance,25,none,rent,1,skilled employee/official,0 to 2,no,no,good
146,>=200 DM,21,none open,car (new),2476,>=1000 DM,>= 7 yrs,<20,male : married/widowed,none,>= 7 yrs,unknown / no property,46,none,rent,1,manager/self-empl./highly qualif,0 to 2,yes,no,good
147,No Account,24,none open,car (new),2964,>=1000 DM,>= 7 yrs,<20,male : married/widowed,none,>= 7 yrs,real estate,49,bank,own,1,skilled employee/official,3 or more,yes,no,good
148,No Account,12,none open,car (used),1262,>=1000 DM,>= 7 yrs,25-34,male : divorced/separated,none,>= 7 yrs,car or other,49,none,rent,1,unskilled - resident,0 to 2,yes,no,good
149,>=200 DM,12,none open,retraining,1542,unknown/no savings account,4-6 yrs,25-34,male : married/widowed,none,>= 7 yrs,building soc. savings agr./life insurance,36,none,rent,1,skilled employee/official,0 to 2,yes,no,good
150,<0 DM,24,fully paid back,furniture/equipment,1743,unknown/no savings account,>= 7 yrs,<20,male : married/widowed,none,1-3 yrs,car or other,48,none,rent,2,unskilled - resident,0 to 2,no,no,good
151,0-200 DM,12,critical/open,furniture/equipment,409,500-1000 DM,1-3 yrs,20-24,female: non-single or male: single,none,4-6 yrs,unknown / no property,42,none,for free,2,skilled employee/official,0 to 2,no,no,good
152,>=200 DM,12,none open,furniture/equipment,2171,unknown/no savings account,<1 yr,25-34,female: non-single or male: single,none,1-3 yrs,building soc. savings agr./life insurance,29,bank,rent,1,skilled employee/official,0 to 2,no,no,good
153,>=200 DM,48,fully paid back,car (new),8858,>=1000 DM,4-6 yrs,25-34,male : married/widowed,none,< 1 yr,real estate,35,none,own,2,skilled employee/official,0 to 2,yes,no,good
154,<0 DM,24,none open,others,3512,<100 DM,4-6 yrs,25-34,male : married/widowed,none,4-6 yrs,building soc. savings agr./life insurance,38,bank,rent,2,skilled employee/official,0 to 2,yes,no,good
155,<0 DM,12,none open,furniture/equipment,1158,100-500 DM,1-3 yrs,20-24,male : divorced/separated,none,< 1 yr,building soc. savings agr./life insurance,26,none,rent,1,skilled employee/official,0 to 2,yes,no,good
156,>=200 DM,24,fully paid back,furniture/equipment,2684,unknown/no savings account,1-3 yrs,<20,male : married/widowed,none,1-3 yrs,unknown / no property,35,none,rent,2,unskilled - resident,0 to 2,no,no,good
157,No Account,12,none open,furniture/equipment,1498,unknown/no savings account,1-3 yrs,<20,female: non-single or male: single,none,< 1 yr,building soc. savings agr./life insurance,23,bank,rent,1,skilled employee/official,0 to 2,no,no,good
158,>=200 DM,30,fully paid back,furniture/equipment,5954,unknown/no savings account,4-6 yrs,20-24,male : married/widowed,co-applicant,1-3 yrs,building soc. savings agr./life insurance,38,none,rent,1,skilled employee/official,0 to 2,no,no,good
159,<0 DM,48,critical/open,retraining,6416,unknown/no savings account,>= 7 yrs,<20,female: non-single or male: single,none,4-6 yrs,real estate,59,none,for free,1,skilled employee/official,0 to 2,no,no,bad
160,<0 DM,12,fully paid back,car (used),3617,unknown/no savings account,>= 7 yrs,>= 35,male : married/widowed,none,>= 7 yrs,building soc. savings agr./life insurance,28,none,for free,3,skilled employee/official,0 to 2,yes,no,good
161,>=200 DM,12,fully paid back,furniture/equipment,1291,unknown/no savings account,1-3 yrs,<20,female: non-single or male: single,none,1-3 yrs,car or other,35,none,rent,2,skilled employee/official,0 to 2,no,no,good
162,0-200 DM,24,fully paid back,retraining,1275,500-1000 DM,1-3 yrs,25-34,male : divorced/separated,none,>= 7 yrs,unknown / no property,36,none,rent,2,skilled employee/official,0 to 2,yes,no,good
163,>=200 DM,24,none open,car (used),3972,unknown/no savings account,4-6 yrs,25-34,female: non-single or male: single,none,>= 7 yrs,car or other,25,none,for free,1,skilled employee/official,0 to 2,yes,no,good
164,>=200 DM,15,fully paid back,car (used),3343,unknown/no savings account,1-3 yrs,<20,male : married/widowed,none,1-3 yrs,real estate,28,none,own,1,skilled employee/official,0 to 2,yes,no,good
165,0-200 DM,15,none open,repairs,392,unknown/no savings account,<1 yr,<20,female: non-single or male: single,none,>= 7 yrs,car or other,23,none,for free,1,skilled employee/official,0 to 2,yes,no,good
166,>=200 DM,9,fully paid back,others,2134,unknown/no savings account,1-3 yrs,<20,male : married/widowed,none,>= 7 yrs,building soc. savings agr./life insurance,48,none,rent,3,skilled employee/official,0 to 2,yes,no,good
167,>=200 DM,30,fully paid back,furniture/equipment,5771,unknown/no savings account,4-6 yrs,<20,female: non-single or male: single,none,1-3 yrs,building soc. savings agr./life insurance,25,none,rent,2,skilled employee/official,0 to 2,no,no,good
168,>=200 DM,24,fully paid back,retraining,4526,unknown/no savings account,1-3 yrs,20-24,male : married/widowed,none,1-3 yrs,unknown / no property,74,none,rent,1,manager/self-empl./highly qualif,0 to 2,yes,no,good
169,>=200 DM,15,fully paid back,car (used),2788,unknown/no savings account,4-6 yrs,25-34,female: non-single or male: single,co-applicant,4-6 yrs,building soc. savings agr./life insurance,24,bank,rent,2,skilled employee/official,0 to 2,no,no,good
170,>=200 DM,6,fully paid back,furniture/equipment,1382,unknown/no savings account,1-3 yrs,>= 35,female: non-single or male: single,none,< 1 yr,building soc. savings agr./life insurance,28,none,rent,2,skilled employee/official,0 to 2,yes,no,good
171,0-200 DM,36,none open,furniture/equipment,5848,unknown/no savings account,1-3 yrs,<20,male : married/widowed,none,< 1 yr,building soc. savings agr./life insurance,24,none,rent,1,skilled employee/official,0 to 2,no,no,good
172,No Account,12,none open,others,1228,unknown/no savings account,1-3 yrs,<20,female: non-single or male: single,none,1-3 yrs,unknown / no property,24,none,rent,1,unskilled - resident,0 to 2,no,no,bad
173,0-200 DM,12,none open,furniture/equipment,1297,unknown/no savings account,1-3 yrs,20-24,female : single,none,>= 7 yrs,unknown / no property,23,none,for free,1,skilled employee/official,0 to 2,no,no,good
174,>=200 DM,24,none open,furniture/equipment,1552,unknown/no savings account,4-6 yrs,20-24,male : married/widowed,none,< 1 yr,building soc. savings agr./life insurance,32,bank,rent,1,skilled employee/official,3 or more,no,no,good
175,>=200 DM,12,none open,furniture/equipment,1963,unknown/no savings account,4-6 yrs,<20,male : married/widowed,none,1-3 yrs,building soc. savings agr./life insurance,31,none,for free,2,manager/self-empl./highly qualif,3 or more,yes,no,good
176,>=200 DM,24,none open,furniture/equipment,3235,100-500 DM,>= 7 yrs,20-24,male : divorced/separated,none,1-3 yrs,building soc. savings agr./life insurance,36,none,rent,1,manager/self-empl./highly qualif,0 to 2,yes,no,good
177,>=200 DM,24,fully paid back,retraining,4139,<100 DM,1-3 yrs,20-24,male : married/widowed,none,4-6 yrs,car or other,27,none,rent,2,unskilled - resident,0 to 2,yes,no,good
178,<0 DM,12,fully paid back,car (new),1804,<100 DM,<1 yr,20-24,male : married/widowed,none,>= 7 yrs,car or other,44,none,rent,1,skilled employee/official,0 to 2,no,no,good
179,>=200 DM,18,none open,retraining,1950,unknown/no savings account,4-6 yrs,<20,male : married/widowed,none,< 1 yr,building soc. savings agr./life insurance,34,stores,rent,2,skilled employee/official,0 to 2,yes,no,good
180,>=200 DM,48,paid open rates,furniture/equipment,12749,100-500 DM,4-6 yrs,<20,male : married/widowed,none,< 1 yr,building soc. savings agr./life insurance,37,none,rent,1,manager/self-empl./highly qualif,0 to 2,yes,no,good
181,>=200 DM,9,none open,radio/television,1236,unknown/no savings account,<1 yr,>= 35,female: non-single or male: single,none,>= 7 yrs,unknown / no property,23,none,for free,1,skilled employee/official,0 to 2,yes,no,good
182,>=200 DM,18,fully paid back,others,1055,unknown/no savings account,<1 yr,<20,female: non-single or male: single,none,< 1 yr,car or other,30,none,rent,2,skilled employee/official,0 to 2,no,no,good
183,No Account,30,past delay,retraining,8072,>=1000 DM,<1 yr,25-34,male : married/widowed,none,4-6 yrs,building soc. savings agr./life insurance,25,bank,rent,3,skilled employee/official,0 to 2,no,no,good
184,>=200 DM,30,fully paid back,furniture/equipment,2831,unknown/no savings account,1-3 yrs,<20,female: non-single or male: single,none,1-3 yrs,building soc. savings agr./life insurance,33,none,rent,1,skilled employee/official,0 to 2,yes,no,good
185,>=200 DM,9,none open,retraining,1449,unknown/no savings account,4-6 yrs,20-24,female: non-single or male: single,none,1-3 yrs,building soc. savings agr./life insurance,27,none,rent,2,skilled employee/official,0 to 2,no,no,good
186,>=200 DM,36,none open,retraining,5742,<100 DM,4-6 yrs,25-34,male : married/widowed,none,1-3 yrs,building soc. savings agr./life insurance,31,none,rent,2,skilled employee/official,0 to 2,yes,no,good
187,>=200 DM,12,none open,others,2390,>=1000 DM,>= 7 yrs,<20,male : married/widowed,none,4-6 yrs,building soc. savings agr./life insurance,50,none,rent,1,skilled employee/official,0 to 2,yes,no,good
188,>=200 DM,24,none open,furniture/equipment,3430,100-500 DM,>= 7 yrs,20-24,male : married/widowed,none,1-3 yrs,building soc. savings agr./life insurance,31,none,rent,1,skilled employee/official,3 or more,yes,no,good
189,<0 DM,36,none open,repairs,2273,unknown/no savings account,4-6 yrs,20-24,male : married/widowed,none,< 1 yr,building soc. savings agr./life insurance,32,none,rent,2,skilled employee/official,3 or more,no,no,good
190,0-200 DM,21,none open,others,2923,<100 DM,1-3 yrs,>= 35,female: non-single or male: single,none,< 1 yr,building soc. savings agr./life insurance,28,bank,rent,1,manager/self-empl./highly qualif,0 to 2,yes,no,good
191,>=200 DM,24,none open,furniture/equipment,1901,<100 DM,1-3 yrs,<20,male : married/widowed,none,>= 7 yrs,building soc. savings agr./life insurance,29,none,for free,1,manager/self-empl./highly qualif,0 to 2,yes,no,good
192,<0 DM,36,none open,repairs,3711,>=1000 DM,1-3 yrs,25-34,female : single,none,1-3 yrs,building soc. savings agr./life insurance,27,none,rent,1,skilled employee/official,0 to 2,no,no,good
193,<0 DM,48,none open,others,8487,>=1000 DM,4-6 yrs,>= 35,female: non-single or male: single,none,1-3 yrs,building soc. savings agr./life insurance,24,none,rent,1,skilled employee/official,0 to 2,no,no,good
194,>=200 DM,24,none open,others,2255,>=1000 DM,<1 yr,<20,male : married/widowed,none,< 1 yr,car or other,54,none,rent,1,skilled employee/official,0 to 2,no,no,good
195,>=200 DM,12,none open,furniture/equipment,1262,unknown/no savings account,1-3 yrs,20-24,male : married/widowed,none,1-3 yrs,building soc. savings agr./life insurance,25,none,rent,1,skilled employee/official,0 to 2,no,no,good
196,>=200 DM,33,fully paid back,car (new),7253,unknown/no savings account,4-6 yrs,20-24,male : married/widowed,none,1-3 yrs,building soc. savings agr./life insurance,35,none,rent,2,manager/self-empl./highly qualif,0 to 2,yes,no,good
197,>=200 DM,6,fully paid back,others,6761,unknown/no savings account,4-6 yrs,>= 35,male : married/widowed,none,4-6 yrs,real estate,45,none,rent,2,manager/self-empl./highly qualif,3 or more,yes,no,good
198,>=200 DM,18,fully paid back,car (used),1817,unknown/no savings account,1-3 yrs,<20,female: non-single or male: single,none,1-3 yrs,real estate,28,none,rent,2,skilled employee/official,0 to 2,no,no,good
199,>=200 DM,12,none open,furniture/equipment,2141,<100 DM,4-6 yrs,20-24,male : married/widowed,none,< 1 yr,real estate,35,none,rent,1,skilled employee/official,0 to 2,no,no,good
200,>=200 DM,48,critical/open,retraining,3609,unknown/no savings account,1-3 yrs,>= 35,female: non-single or male: single,none,< 1 yr,unknown / no property,27,stores,rent,1,skilled employee/official,0 to 2,no,no,good
201,>=200 DM,30,none open,furniture/equipment,2333,100-500 DM,>= 7 yrs,<20,male : married/widowed,none,1-3 yrs,building soc. savings agr./life insurance,30,bank,rent,1,manager/self-empl./highly qualif,0 to 2,no,no,good
202,>=200 DM,28,critical/open,car (new),7824,>=1000 DM,<1 yr,20-24,male : married/widowed,guarantor,>= 7 yrs,unknown / no property,40,bank,for free,2,skilled employee/official,3 or more,yes,no,good
203,0-200 DM,18,critical/open,furniture/equipment,1445,>=1000 DM,4-6 yrs,<20,male : married/widowed,none,>= 7 yrs,building soc. savings agr./life insurance,49,bank,rent,1,unskilled - resident,0 to 2,no,no,good
204,No Account,24,none open,car (used),7721,>=1000 DM,<1 yr,>= 35,female: non-single or male: single,none,1-3 yrs,car or other,30,none,rent,1,skilled employee/official,0 to 2,yes,yes,good
205,No Account,21,none open,others,3763,>=1000 DM,4-6 yrs,25-34,male : married/widowed,co-applicant,1-3 yrs,unknown / no property,24,none,rent,1,unskilled - resident,0 to 2,no,yes,good
206,<0 DM,18,none open,retraining,4439,unknown/no savings account,>= 7 yrs,>= 35,male : married/widowed,co-applicant,< 1 yr,unknown / no property,33,bank,rent,1,manager/self-empl./highly qualif,0 to 2,yes,no,good
207,No Account,12,none open,furniture/equipment,1107,unknown/no savings account,1-3 yrs,25-34,male : married/widowed,none,1-3 yrs,unknown / no property,20,none,for free,1,manager/self-empl./highly qualif,3 or more,yes,no,good
208,<0 DM,15,none open,furniture/equipment,1444,>=1000 DM,<1 yr,<20,male : married/widowed,none,< 1 yr,car or other,23,none,rent,1,skilled employee/official,0 to 2,no,no,good
209,<0 DM,48,critical/open,others,12169,>=1000 DM,unemployed,<20,male : married/widowed,co-applicant,>= 7 yrs,real estate,36,none,own,1,manager/self-empl./highly qualif,0 to 2,yes,no,good
210,>=200 DM,9,none open,furniture/equipment,2753,<100 DM,>= 7 yrs,20-24,male : married/widowed,co-applicant,>= 7 yrs,building soc. savings agr./life insurance,35,none,rent,1,skilled employee/official,0 to 2,yes,no,good
211,0-200 DM,4,none open,others,1494,>=1000 DM,<1 yr,>= 35,male : married/widowed,none,1-3 yrs,unknown / no property,29,none,rent,1,unskilled - resident,3 or more,no,yes,good
212,No Account,24,critical/open,car (used),2828,100-500 DM,1-3 yrs,<20,male : married/widowed,none,>= 7 yrs,unknown / no property,22,stores,rent,1,skilled employee/official,0 to 2,yes,no,good
213,No Account,24,critical/open,car (used),2483,100-500 DM,1-3 yrs,<20,male : married/widowed,none,>= 7 yrs,unknown / no property,22,stores,rent,1,skilled employee/official,0 to 2,yes,no,good
214,0-200 DM,6,fully paid back,others,1299,unknown/no savings account,1-3 yrs,>= 35,male : married/widowed,none,< 1 yr,unknown / no property,74,none,rent,3,unemployed/unskilled - non-resident,3 or more,no,yes,good
215,<0 DM,9,none open,others,1549,>=1000 DM,<1 yr,<20,male : married/widowed,none,1-3 yrs,unknown / no property,35,none,rent,1,unemployed/unskilled - non-resident,0 to 2,no,no,good
216,0-200 DM,10,none open,others,3949,unknown/no savings account,<1 yr,>= 35,male : married/widowed,guarantor,< 1 yr,car or other,37,none,rent,1,unskilled - resident,3 or more,no,no,good
217,>=200 DM,10,none open,car (new),2901,>=1000 DM,<1 yr,>= 35,female: non-single or male: single,none,>= 7 yrs,unknown / no property,31,none,for free,1,skilled employee/official,0 to 2,no,no,good
